suci|clean, holy|शुचि|śuci|clean, pure, correct|
suka|like, happy|सुख|sukha|easy, pleasant, comfortable, happy|
sukma|soul|सूक्ष्म|sūkṣma|subtle, atomic|
sundal&#91;2&#93;|indecent, whore, prostitute, harlot|शुण्डा|zunda&#91;3&#93;|prostitute, harlot|
sunyi|quiet (situation)|शून्य|śūnya|zero, nothing|
surga|heaven|स्वर्ग|svarga|heaven|
surya|sun (poetic), solar|सूर्य|sūrya|Surya, Hindu sun god|
susila|modesty, appropriate|सुशील|suśīla|good character|
swa|do something by oneself|स्व|sva-|self, own|prefix
tali|rope, string||talli||
tapa|asceticism, meditation, self-discipline|तप|tapa|tapas|
tata|order, to arrange|तथा|tathā|thus, in that manner|
tenaga|energy, power||tanāgā|power|
tri|three (cardinal)|त्रि|tri|three|prefix
udara|air|उदार|udāra|rising fog or vapour, raising, sublime|
unta|camel|उष्ट्र|uṣṭra|camel|
upacara|ceremony|उपचार|upacāra|ceremony, religious ritual|
usaha|effort|उत्साह|utsāha|effort, thread, happiness, firmness|
usia|age|आयुष|āyuṣa|life-span|
utama|ultimate, the most important, foremost|उत्तम|uttama|upmost, highest, first or best|
utara|north|उत्तर|uttara|north|
wacana|verbal communication, conversation|वचन|vacana|speech|
wadah|container|आधारः|ādhāraḥ|container|
wahana|ride, vehicle|वहन|vahana|conducting, carrying, bearing|
wana|forest (poetic)|वन|vana|forest|
wangsa|dynasty, royal house|वंश|vaṁśa|lineage|
wanita|woman, lady|वनिता|vanitā|wife, woman|
waras|sane||varās|healthy|
warga|1. members of family, society, etc., 2. social stratification (uncommon)|वर्ग|varga|class, tribe, club|
warna|colour|वर्ण|varṇa|colour|
warta|news|वार्ता|varta|news|see berita.
warta berita|news broadcast|वार्ता|varta|news|
wibawa|1. authority, influence, 2. power|विभवः|vibhavaḥ|power|
widyaiswara|teacher|विद्या ईश्वर|vidya īshvara|learning master|
wihara|Buddhist Temple|विहार|vihāra|Buddha or Jaina convent|see biara.
wira|hero, brave|वीर|vīra|heroic, brave|
wisesa|supreme leader, supreme power|विशेष|viśēṣa|excellence, superiority|
wreda|1. old age, geriatric 2. experienced|वृद्ध|vṛddha|1. old, 2. wise|
werda|1. old age, geriatric 2. experienced|वृद्ध|vṛddha|1. old, 2. wise|
yoga|Yoga|योगः|yoga|Yoga|
yudha|war, battle (poetic)|युद्ध|yuddha|battle|
